,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
yafT,1.4011031518448032,1.0,233821.0,lipoprotein,b0217,
ykfM,1.639211682498721,1.0,234743.0,"lethality reduction protein, putative inner membrane protein",b4586,
yafU,1.4976007892185448,1.0,235520.0,No_gene_product,b0218,
dinJ,1.3883887776420711,2.0,242728.0,antitoxin of YafQ-DinJ toxin-antitoxin system,b0226,
yafN,1.5952053410251272,3.0,248491.0,antitoxin of the YafO-YafN toxin-antitoxin system,b0232,
yafO,1.5417623832574956,3.0,248787.0,mRNA interferase toxin of the YafO-YafN toxin-antitoxin system,b0233,
ykfN,1.3552841684507415,4.0,258860.0,No_gene_product,b4626,
ykgS,2.1401654629875018,5.0,286208.0,No_gene_product,b4688,
yagL,1.758758527859728,5.0,288930.0,CP4-6 prophage; DNA-binding protein,b0278,
ecpR,1.5454432762284178,6.0,306456.0,putative transcriptional regulator for the ecp operon,b0294,
ykgR,1.4134523510908938,6.0,308851.0,uncharacterized protein,b4671,
ykgP,1.7192175415866309,6.0,309426.0,No_gene_product,b4630,
ykgQ,1.623689107262229,6.0,313149.0,No_gene_product,b4631,
rclB,1.6448310891460554,6.0,314041.0,reactive chlorine species (RCS) stress resistance periplasmic protein,b0303,
ykgH,1.484327135530946,7.0,320406.0,putative inner membrane protein,b0310,
yahL,1.4179787783467357,8.0,339968.0,uncharacterized protein,b0326,
yahO,1.3751614005222716,8.0,342194.0,"periplasmic protein, function unknown, YhcN family",b0329,
hha,1.6859970102983526,9.0,475648.0,"modulator of gene expression, with H-NS",b0460,
ybbD,1.5690754066258916,10.0,524288.0,No_gene_product,b0501,
ybcK,1.5591624019207966,11.0,565248.0,DLP12 prophage; putative recombinase,b0544,
ybcM,1.4744173136796013,11.0,567296.0,DLP12 prophage; putative DNA-binding transcriptional regulator,b0546,
ybcV,1.8128572436951806,12.0,574639.0,DLP12 prophage; uncharacterized protein,b0558,
ybcW,1.4286541492950544,12.0,575488.0,DLP12 prophage; uncharacterized protein,b0559,
appY,1.739135430908693,13.0,579584.0,global transcriptional activator; DLP12 prophage,b0564,
ybdO,1.500945232480004,14.0,632832.0,putative DNA-binding transcriptional regulator,b0603,
ybfB,1.5859549090795837,15.0,729231.0,putative membrane protein,b0702,
ybfC,1.6589181188450648,15.0,731136.0,putative secreted protein,b0704,
ybfQ,1.4520325994015193,15.0,731900.0,No_gene_product,b4514,
cspG,1.5475111008596871,16.0,1047040.0,"cold shock protein homolog, cold-inducible",b0990,
ymfD,1.6010068354035256,17.0,1192322.0,e14 prophage; putative SAM-dependent methyltransferase,b1137,
ymfE,1.5934718943110315,17.0,1192988.0,e14 prophage; putative inner membrane protein,b1138,
iraM,1.8676821203055258,18.0,1207296.0,"RpoS stabilzer during Mg starvation, anti-RssB factor",b1160,
ycgX,1.7937348282177425,18.0,1208320.0,DUF1398 family protein,b1161,
ymgA,1.407861467315546,18.0,1211523.0,RcsB connector protein for regulation of biofilm,b1165,
ariR,1.6004293978704118,18.0,1211904.0,RcsB connector protein for regulation of biofilm and acid-resistance,b1166,
ymgC,1.9593940134135681,18.0,1212416.0,"Blue light, low temperature and stress induced protein",b1167,
ymgI,1.5094438256544371,19.0,1218560.0,uncharacterized protein,b4593,
ldrA,1.7490282562026978,20.0,1264640.0,"toxic polypeptide, small",b4419,
ldrC,1.7510232371043464,20.0,1265693.0,"toxic polypeptide, small",b4423,
ydaE,1.4383662302324047,21.0,1412096.0,"conserved protein, Rac prophage",b4526,
sieB,1.4952390600105594,21.0,1413120.0,"phage superinfection exclusion protein, Rac prophage",b1353,
ydaS,1.5142164131943423,21.0,1414656.0,Rac prophage; putative DNA-binding transcriptional regulator,b1357,
tfaR,1.9194031876694038,22.0,1426667.0,Rac prophage; putative tail fiber assembly protein,b1373,
pinR,1.783556326673802,22.0,1427456.0,Rac prophage; putative site-specific recombinase,b1374,
ynaE,2.202458915420311,22.0,1428480.0,"cold shock protein, Rac prophage",b1375,
ttcC,1.4605271945516494,22.0,1429248.0,No_gene_product,b4638,
ynbG,1.570231331497781,23.0,1459456.0,uncharacterized protein,b4674,
yncH,1.4491027471678906,24.0,1521196.0,IPR020099 family protein,b1455,
ydcD,1.8992926251452573,24.0,1524178.0,putative immunity protein for RhsE,b1457,
yddK,1.5676374494925673,25.0,1538640.0,No_gene_product,b1471,
ydeO,1.525574686706992,26.0,1577182.0,"UV-inducible global regulator, EvgA-, GadE-dependent",b1499,
safA,1.6100273141592434,26.0,1578018.0,"two-component system connector membrane protein, EvgSA to PhoQP",b1500,
ydfK,2.201406617801859,27.0,1627328.0,"cold shock protein, function unknown, Qin prophage",b1544,
