,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
yafT,1.5508729188625776,1.0,233821.0,lipoprotein,b0217,
ykfM,1.4174196692413643,1.0,234743.0,"lethality reduction protein, putative inner membrane protein",b4586,
ykfN,1.4680077613199007,2.0,258860.0,No_gene_product,b4626,
insX,1.447737985936553,3.0,275968.0,No_gene_product,b4505,
ykgS,1.9433420689135847,4.0,286208.0,No_gene_product,b4688,
yagK,1.7050670231505423,4.0,288032.0,CP4-6 prophage; conserved protein,b0277,
yagL,1.721811215078774,4.0,288930.0,CP4-6 prophage; DNA-binding protein,b0278,
yagM,1.7813043569140588,4.0,289655.0,CP4-6 prophage; uncharacterized protein,b0279,
ykgR,1.6690815751112427,5.0,308851.0,uncharacterized protein,b4671,
ykgP,1.6036190010586935,5.0,309426.0,No_gene_product,b4630,
ykgQ,1.4026759754637563,5.0,313149.0,No_gene_product,b4631,
hha,1.7285249648591772,6.0,475648.0,"modulator of gene expression, with H-NS",b0460,
sfmA,1.5058934208920371,7.0,553667.0,"FimA homolog, function unknown",b0530,
sfmZ,1.4693288427671536,7.0,559303.0,response regulator family protein,b0535,
ybcL,1.5199353472461994,8.0,566348.0,inactive polymorphonuclear leukocyte migration suppressor; DLP12 prophage; UPF0098 family secreted protein,b0545,
ylcH,1.420768229748412,8.0,567823.0,"uncharacterized protein, DLP12 prophage",b4588,
ylcG,1.381742356006502,8.0,569185.0,"uncharacterized protein, DLP12 prophage",b4509,
borD,1.6028904787777205,9.0,574055.0,DLP12 prophage; putative lipoprotein,b0557,
ybcV,1.5920857772709502,9.0,574639.0,DLP12 prophage; uncharacterized protein,b0558,
ybcW,1.6283164906776146,9.0,575488.0,DLP12 prophage; uncharacterized protein,b0559,
ylcI,1.4343553639168065,9.0,575706.0,"DUF3950 family protein, DLP12 prophage",b4589,
tfaX,1.8176625112709692,9.0,578560.0,No_gene_product,b0563,
ybeD,1.5403447833469204,10.0,657920.0,UPF0250 family protein,b0631,
ybfI,1.3587265899612064,11.0,712192.0,No_gene_product,b4636,
ybfK,1.4683244028622067,11.0,716288.0,uncharacterized protein,b4590,
ybfB,1.4143266940572536,12.0,729231.0,putative membrane protein,b0702,
ybfC,1.4566696912577672,12.0,731136.0,putative secreted protein,b0704,
cydX,1.4665745417073581,13.0,769651.0,cytochrome d (bd-I) ubiquinol oxidase subunit X,b4515,
mntS,1.5818490314573168,14.0,848384.0,"Mn(2)-response protein, MntR-repressed",b4705,
rmf,1.4036431714475273,15.0,1011200.0,ribosome modulation factor,b0953,
yccE,1.6768529534264416,16.0,1059491.0,uncharacterized protein,b1001,
ymfD,1.6352419529893365,17.0,1192322.0,e14 prophage; putative SAM-dependent methyltransferase,b1137,
ymfE,1.5127048079366734,17.0,1192988.0,e14 prophage; putative inner membrane protein,b1138,
intE,1.4995975017257568,17.0,1196032.0,e14 prophage; putative integrase,b1140,
xisE,1.9733422472662934,17.0,1196242.0,e14 prophage; putative excisionase,b1141,
ymfJ,1.4212076383178525,17.0,1197231.0,e14 prophage; uncharacterized protein,b1144,
iraM,1.809332631288397,18.0,1207296.0,"RpoS stabilzer during Mg starvation, anti-RssB factor",b1160,
ycgX,1.5288735581017758,18.0,1208320.0,DUF1398 family protein,b1161,
ycgZ,1.3682395133960146,18.0,1211392.0,RcsB connector protein for regulation of biofilm and acid-resistance,b1164,
ymgA,1.496876612872125,18.0,1211523.0,RcsB connector protein for regulation of biofilm,b1165,
ariR,1.5256076717380989,18.0,1211904.0,RcsB connector protein for regulation of biofilm and acid-resistance,b1166,
ymgC,1.56661860795384,18.0,1212416.0,"Blue light, low temperature and stress induced protein",b1167,
ymgI,1.5215993919855186,19.0,1218560.0,uncharacterized protein,b4593,
ycgJ,1.484370616718975,20.0,1222055.0,uncharacterized protein,b1177,
tpx,1.4676884285799787,21.0,1382561.0,lipid hydroperoxide peroxidase,b1324,
ymjD,1.49013027595086,21.0,1385124.0,No_gene_product,b4673,
ynaJ,1.478117262197887,21.0,1391621.0,DUF2534 family putative inner membrane protein,b1332,
ydaQ,1.6004709124642948,22.0,1407493.0,Rac prophage; conserved protein,b1346,
rcbA,1.7688874633617568,22.0,1407787.0,,,
ralR,1.7051665193881071,22.0,1408000.0,Rac prophage; restriction alleviation protein,b1348,
kilR,1.40181660876196,22.0,1412264.0,"killing protein, Rac prophage; FtsZ inhibitor protein",b1352,
tfaR,1.8669753849855304,23.0,1426667.0,Rac prophage; putative tail fiber assembly protein,b1373,
ynaE,2.343270969693835,23.0,1428480.0,"cold shock protein, Rac prophage",b1375,
ttcC,1.511898004278121,23.0,1429248.0,No_gene_product,b4638,
ynbE,1.7819728004541728,24.0,1439943.0,lipoprotein,b1382,
ynbG,1.753845053616759,25.0,1459456.0,uncharacterized protein,b4674,
hicB,1.4003519218049112,26.0,1503764.0,antitoxin for the HicAB toxin-antitoxin system,b1438,
yncL,1.5336101317667428,27.0,1511424.0,stress-induced small inner membrane enterobacterial protein,b4598,
yncH,1.778094458812298,28.0,1521196.0,IPR020099 family protein,b1455,
yddK,1.7660664396074073,29.0,1538640.0,No_gene_product,b1471,
yddM,1.5637624665608008,30.0,1546752.0,putative DNA-binding transcriptional regulator,b1477,
bdm,1.7102207900671877,30.0,1550336.0,biofilm-dependent modulation protein,b1481,
safA,1.7521121608125025,31.0,1578018.0,"two-component system connector membrane protein, EvgSA to PhoQP",b1500,
ydfK,2.219968981698682,32.0,1627328.0,"cold shock protein, function unknown, Qin prophage",b1544,
tfaQ,1.9217781199201331,32.0,1628566.0,Qin prophage; putative tail fibre assembly protein,b1546,
ydfO,1.738255917752591,32.0,1631303.0,Qin prophage; uncharacterized protein,b1549,
gnsB,1.4203147953229578,32.0,1631865.0,Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts),b1550,
ynfN,1.5454071327803331,32.0,1632256.0,Qin prophage; cold shock-induced protein,b1551,
cspI,1.4746673694811268,32.0,1632768.0,Qin prophage; cold shock protein,b1552,
cspB,1.4240046618975377,33.0,1635595.0,Qin prophage; cold shock protein,b1557,
dicC,1.433079844018529,34.0,1641984.0,Qin prophage; DNA-binding transcriptional regulator for DicB,b1569,
dicA,1.7323066787488848,34.0,1642496.0,Qin prophage; putative regulator for DicB,b1570,
ydfD,1.4988439698813527,34.0,1644050.0,Qin prophage; uncharacterized protein,b1576,
cnu,1.4498536462276927,35.0,1699328.0,nucleoid-associated oriC-binding protein; H-NS and StpA stabilizing factor,b1625,
ynhF,1.3478440231504774,36.0,1731712.0,stress response membrane,b4602,
pheM,1.6081245223497598,37.0,1793482.0,phenylalanyl-tRNA synthetase operon leader peptide,b1715,
rplT,1.520897397160729,37.0,1793649.0,50S ribosomal subunit protein L20,b1716,
ydjO,1.5336101317667428,38.0,1806585.0,uncharacterized protein,b1730,
yoaK,1.7949618737904744,39.0,1873029.0,inner membrane-associated protein,b4676,
yoaJ,1.6153333564154657,39.0,1873152.0,inner membrane-associated protein,b4675,
yeaQ,1.467906352790908,39.0,1873408.0,UPF0410 family protein,b1795,
yobF,1.8513793497472246,40.0,1901704.0,DUF2527 family heat-induced protein,b1824,
msrC,1.427256445683838,41.0,1909887.0,free methionine-(R)-sulfoxide reductase,b1832,
yobI,1.5151784537578359,42.0,1940371.0,uncharacterized protein,b4677,
nudB,1.4143159549439397,42.0,1942436.0,dihydroneopterin triphosphate pyrophosphatase,b1865,"frozenset({<Reaction NTPP5 at 0x7fcfa6717208>, <Reaction DNTPPA at 0x7fcfa6a793c8>})"
yecN,1.49666800789419,42.0,1946522.0,MAPEG family inner membrane protein,b1869,
fliT,1.508298533593099,43.0,1999193.0,putative flagellar synthesis and assembly chaperone,b1926,
yedN,1.5685826406639771,44.0,2004992.0,No_gene_product,b4495,
intG,1.3682151407827337,44.0,2006016.0,No_gene_product,b1936,
hiuH,1.5018153159669116,45.0,2032436.0,hydroxyisourate hydrolase,b1970,
zinT,1.5447022428502075,45.0,2034855.0,"zinc and cadmium binding protein, periplasmic",b1973,
yeeL,1.5296259594219144,45.0,2045952.0,No_gene_product,b4497,
yoeG,1.4791946967482885,46.0,2060840.0,No_gene_product,b4640,
yoeH,2.060246063807398,46.0,2061824.0,No_gene_product,b4641,
yoeD,1.4316918549768836,47.0,2072064.0,No_gene_product,b4642,
yeeD,1.4096626938202068,48.0,2077706.0,putative TusA family sulfurtransferase,b2012,
yoeI,1.4586006289539384,48.0,2080532.0,uncharacterized protein,b4678,
yoeB,1.5598481675205986,48.0,2082816.0,toxin of the YoeB-YefM toxin-antitoxin system,b4539,
yefM,1.6172840986008281,48.0,2082942.0,antitoxin of the YoeB-YefM toxin-antitoxin system,b2017,
hisL,2.0831410204576373,48.0,2083476.0,his operon leader peptide,b2018,
wbbI,1.714464457818195,49.0,2099200.0,"d-Galf:alpha-d-Glc beta-1,6-galactofuranosyltransferase",b2034,frozenset({<Reaction O16GALFT at 0x7fcfa6731048>})
wzxB,1.4694764355784529,49.0,2101817.0,putative polisoprenol-linked O-antigen transporter,b2037,frozenset({<Reaction O16AUNDtpp at 0x7fcfa6724fd0>})
rfbC,1.4890021169991152,49.0,2103296.0,"dTDP-4-deoxyrhamnose-3,5-epimerase",b2038,frozenset({<Reaction TDPDRE at 0x7fcfa65a1160>})
gatB,1.5212974723680803,50.0,2167808.0,galactitol-specific enzyme IIB component of PTS,b2093,frozenset({<Reaction GALTptspp at 0x7fcfa696c048>})
yehE,1.7786116782408383,51.0,2186240.0,DUF2574 family protein,b2112,
yfbO,1.7456498449003055,52.0,2382113.0,uncharacterized protein,b2274,
alaA,1.5354539980018134,53.0,2401039.0,glutamate-pyruvate aminotransferase; glutamic-pyruvic transaminase (GPT); alanine transaminase,b2290,frozenset({<Reaction ALATA_L at 0x7fcfa6baccc0>})
yfbR,1.951219968664446,53.0,2402340.0,5'-nucleotidase,b2291,"frozenset({<Reaction NTD1 at 0x7fcfa6778c18>, <Reaction NTD5 at 0x7fcfa678a828>, <Reaction NTD8 at 0x7fcfa678ae10>, <Reaction NTD3 at 0x7fcfa678a4a8>, <Reaction NTD6 at 0x7fcfa678a9e8>, <Reaction NTD12 at 0x7fcfa678a0f0>})"
yfbS,1.5764673218896814,53.0,2402998.0,putative transporter,b2292,
yfbT,1.5857646151980667,53.0,2404917.0,sugar phosphatas,b2293,
yfbU,1.8860805281524553,53.0,2405578.0,UPF0304 family protein,b2294,
yfbV,1.727808131948981,53.0,2406400.0,UPF0208 family inner membrane protein,b2295,
ackA,2.0114607243259415,53.0,2406948.0,acetate kinase A and propionate kinase 2,b2296,frozenset({<Reaction ACKr at 0x7fcfa6bdb7f0>})
