,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
ykfN,1.6349945634426668,1.0,258860.0,No_gene_product,b4626,
yagK,1.4718818348538418,2.0,288032.0,CP4-6 prophage; conserved protein,b0277,
yagM,1.4359331636154715,2.0,289655.0,CP4-6 prophage; uncharacterized protein,b0279,
ykgR,1.80162676671527,3.0,308851.0,uncharacterized protein,b4671,
ykgP,1.2916143366458825,3.0,309426.0,No_gene_product,b4630,
ykgQ,1.5583322829697142,3.0,313149.0,No_gene_product,b4631,
ykgH,1.4961918019384637,4.0,320406.0,putative inner membrane protein,b0310,
yahO,1.4099219752902177,5.0,342194.0,"periplasmic protein, function unknown, YhcN family",b0329,
nusB,1.3818858335402868,6.0,430592.0,transcription antitermination protein,b0416,
hha,1.3407372711647259,7.0,475648.0,"modulator of gene expression, with H-NS",b0460,
emrE,1.3764260235016772,8.0,563770.0,DLP12 prophage; multidrug resistance protein,b0543,
ybcM,1.5223340476578702,8.0,567296.0,DLP12 prophage; putative DNA-binding transcriptional regulator,b0546,
essD,1.342127745212132,9.0,572928.0,DLP12 prophage; putative phage lysis protein,b0554,
ybfK,1.350370244005405,10.0,716288.0,uncharacterized protein,b4590,
ybfB,1.7027469495411787,11.0,729231.0,putative membrane protein,b0702,
cydX,1.428806466492229,12.0,769651.0,cytochrome d (bd-I) ubiquinol oxidase subunit X,b4515,
mntS,1.3396891570849956,13.0,848384.0,"Mn(2)-response protein, MntR-repressed",b4705,
yccE,1.461809560510738,14.0,1059491.0,uncharacterized protein,b1001,
rpmF,1.3528105033196847,15.0,1142822.0,50S ribosomal subunit protein L32,b1089,
ymfD,2.7128595978678858,16.0,1192322.0,e14 prophage; putative SAM-dependent methyltransferase,b1137,
ymfE,2.9487166292055784,16.0,1192988.0,e14 prophage; putative inner membrane protein,b1138,
lit,2.6393360191440274,16.0,1194150.0,"T4 phage exclusion protein; cell death peptidase, e14 prophage",b1139,
intE,3.059004623628725,16.0,1196032.0,e14 prophage; putative integrase,b1140,
xisE,3.157523797189624,16.0,1196242.0,e14 prophage; putative excisionase,b1141,
ymfI,3.026085484798766,16.0,1196952.0,e14 prophage; uncharacterized protein,b1143,
ymfJ,2.8056409659287893,16.0,1197231.0,e14 prophage; uncharacterized protein,b1144,
cohE,2.695864730227576,16.0,1198080.0,e14 prophage; repressor protein phage e14,b1145,
croE,2.8691151174096676,16.0,1198592.0,e14 prophage; putative DNA-binding transcriptional regulator,b1146,
ymfL,2.658680533860785,16.0,1198723.0,e14 prophage; putative DNA-binding transcriptional regulator,b1147,
ymfM,2.4642758426316287,16.0,1199277.0,e14 prophage; uncharacterized protein,b1148,
oweE,1.903396094600933,16.0,1199625.0,No_gene_product,b4692,
aaaE,2.06463615693076,16.0,1200128.0,No_gene_product,b4693,
ymfR,1.9525760774868963,16.0,1201152.0,e14 prophage; uncharacterized protein,b1150,
beeE,2.268328956566825,16.0,1201186.0,No_gene_product,b1151,
jayE,2.1202635129716794,16.0,1202176.0,No_gene_product,b1152,
ymfQ,2.268817366125038,16.0,1202368.0,prohage e14 tail protein homolog,b1153,
stfP,1.9153241578525873,16.0,1202956.0,e14 prophage; uncharacterized protein,b1154,
tfaP,3.0092974093975986,16.0,1203587.0,e14 prophage; uncharacterized protein,b1155,
tfaE,2.6208411900897604,16.0,1204224.0,e14 prophage; putative tail fiber assembly protein,b1156,
stfE,2.3748752212591975,16.0,1204574.0,No_gene_product,b1157,
pinE,2.6024698878964307,16.0,1205140.0,e14 prophage; site-specific DNA recombinase,b1158,
mcrA,2.6390985329436676,16.0,1206272.0,putative 5-methylcytosine/5-hydroxymethylcytosine-specific restriction nuclease; 5-methylcytosine DNA binding protein,b1159,
icdC,1.7746001146243957,16.0,1206868.0,No_gene_product,b4519,
iraM,1.6176692906313694,16.0,1207296.0,"RpoS stabilzer during Mg starvation, anti-RssB factor",b1160,
ariR,1.6544109046687505,17.0,1211904.0,RcsB connector protein for regulation of biofilm and acid-resistance,b1166,
ymgC,1.5607768383595528,17.0,1212416.0,"Blue light, low temperature and stress induced protein",b1167,
ymgI,1.5988276746090246,18.0,1218560.0,uncharacterized protein,b4593,
ymgJ,1.557183321428475,18.0,1218719.0,uncharacterized protein,b4594,
ymjD,1.3771948208638332,19.0,1385124.0,No_gene_product,b4673,
ralR,1.291858313664516,20.0,1408000.0,Rac prophage; restriction alleviation protein,b1348,
ydaE,1.313366813991419,20.0,1412096.0,"conserved protein, Rac prophage",b4526,
sieB,1.3648493523986502,20.0,1413120.0,"phage superinfection exclusion protein, Rac prophage",b1353,
tfaR,1.708105980298807,21.0,1426667.0,Rac prophage; putative tail fiber assembly protein,b1373,
ynaE,1.9652348850930457,21.0,1428480.0,"cold shock protein, Rac prophage",b1375,
ynbG,1.7029041407395893,22.0,1459456.0,uncharacterized protein,b4674,
ydcH,1.5840939865837524,23.0,1492992.0,DUF465 family protein,b1426,
yncH,1.613701800498544,24.0,1521196.0,IPR020099 family protein,b1455,
yddK,1.4320745275138993,25.0,1538640.0,No_gene_product,b1471,
bdm,1.3225079266303525,26.0,1550336.0,biofilm-dependent modulation protein,b1481,
yneL,1.3911377305326065,27.0,1584640.0,No_gene_product,b1506,
tfaQ,1.6832698822300975,28.0,1628566.0,Qin prophage; putative tail fibre assembly protein,b1546,
gnsB,1.4766078077745926,28.0,1631865.0,Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts),b1550,
cspI,1.3515983202693589,28.0,1632768.0,Qin prophage; cold shock protein,b1552,
cspB,1.4724521359988734,29.0,1635595.0,Qin prophage; cold shock protein,b1557,
hokD,1.3409821479932278,29.0,1639424.0,Qin prophage; small toxic polypeptide,b1562,
dicA,1.4977408323665493,30.0,1642496.0,Qin prophage; putative regulator for DicB,b1570,
dicB,1.524159289263437,30.0,1644032.0,Qin prophage; cell division inhibition protein,b1575,
ydjO,1.444744509594793,31.0,1806585.0,uncharacterized protein,b1730,
cspC,1.4096469328748016,32.0,1901568.0,"stress protein, member of the CspA-family",b1823,
yobF,1.2933069272126527,32.0,1901704.0,DUF2527 family heat-induced protein,b1824,
yobI,1.4829921280349163,33.0,1940371.0,uncharacterized protein,b4677,
yoeH,1.5456864798428667,34.0,2061824.0,No_gene_product,b4641,
cbtA,1.406098112869478,35.0,2071049.0,CP4-44 prophage; toxin of the YeeV-YeeU toxin-antitoxin system,b2005,
yoeB,1.4942157232370281,36.0,2082816.0,toxin of the YoeB-YefM toxin-antitoxin system,b4539,
yefM,1.3407408520407331,36.0,2082942.0,antitoxin of the YoeB-YefM toxin-antitoxin system,b2017,
hisL,1.3588084778954217,36.0,2083476.0,his operon leader peptide,b2018,
wbbH,1.589767424411915,37.0,2099540.0,O-antigen polymerase,b2035,"frozenset({<Reaction O16AP3pp at 0x7fcfa6724a90>, <Reaction O16AP1pp at 0x7fcfa6724a58>, <Reaction O16AP2pp at 0x7fcfa6724860>})"
rfbC,1.4336207668302057,37.0,2103296.0,"dTDP-4-deoxyrhamnose-3,5-epimerase",b2038,frozenset({<Reaction TDPDRE at 0x7fcfa65a1160>})
