,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
thrL,1.5548986789121844,0.0,189.0,thr operon leader peptide,b0001,
hokC,1.3842087896731141,1.0,16896.0,"toxic membrane protein, small",b4412,
yadC,1.614351655429903,2.0,146201.0,putative fimbrial-like adhesin protein,b0135,
yadK,1.5808504456114785,2.0,147489.0,putative fimbrial-like adhesin protein,b0136,
yadN,1.479298937261665,2.0,152785.0,putative fimbrial-like adhesin protein,b0141,
ykfM,1.80904910562614,3.0,234743.0,"lethality reduction protein, putative inner membrane protein",b4586,
yafQ,1.4152074590048966,4.0,242688.0,mRNA interferase toxin of toxin-antitoxin pair YafQ/DinJ,b0225,
dinJ,1.6462500154620872,4.0,242728.0,antitoxin of YafQ-DinJ toxin-antitoxin system,b0226,
ykfN,1.5956116107846308,5.0,258860.0,No_gene_product,b4626,
ykgS,1.6697187984111628,6.0,286208.0,No_gene_product,b4688,
yagL,1.8135021290127484,6.0,288930.0,CP4-6 prophage; DNA-binding protein,b0278,
yagM,1.982160829233232,6.0,289655.0,CP4-6 prophage; uncharacterized protein,b0279,
ecpR,1.7317688921662502,7.0,306456.0,putative transcriptional regulator for the ecp operon,b0294,
ykgL,1.6588886468450894,7.0,307822.0,uncharacterized protein,b0295,
ykgR,2.2097110571610954,7.0,308851.0,uncharacterized protein,b4671,
ykgP,1.8688053826074553,7.0,309426.0,No_gene_product,b4630,
ykgQ,1.958710748544817,7.0,313149.0,No_gene_product,b4631,
rclB,1.9942311393345507,7.0,314041.0,reactive chlorine species (RCS) stress resistance periplasmic protein,b0303,
ykgH,1.795161332915233,8.0,320406.0,putative inner membrane protein,b0310,
yahL,1.622681504144237,9.0,339968.0,uncharacterized protein,b0326,
yaiV,1.5722337034795557,10.0,389961.0,putative transcriptional regulator,b0375,
hha,1.5600384508377392,11.0,475648.0,"modulator of gene expression, with H-NS",b0460,
tomB,1.602889075131716,11.0,475789.0,Hha toxicity attenuator; conjugation-related protein,b0461,
acrR,1.38293931403317,11.0,481280.0,transcriptional repressor,b0464,
ybbD,1.8224334297052376,12.0,524288.0,No_gene_product,b0501,
sfmA,1.5387568809302432,13.0,553667.0,"FimA homolog, function unknown",b0530,
sfmZ,1.59888562475246,13.0,559303.0,response regulator family protein,b0535,
emrE,1.8840019982301026,14.0,563770.0,DLP12 prophage; multidrug resistance protein,b0543,
ybcK,1.9617943889746374,14.0,565248.0,DLP12 prophage; putative recombinase,b0544,
ybcL,1.5692568674448968,14.0,566348.0,inactive polymorphonuclear leukocyte migration suppressor; DLP12 prophage; UPF0098 family secreted protein,b0545,
ybcM,1.8572100989122293,14.0,567296.0,DLP12 prophage; putative DNA-binding transcriptional regulator,b0546,
ybcV,1.956423995231414,15.0,574639.0,DLP12 prophage; uncharacterized protein,b0558,
ybcW,1.6989631665941884,15.0,575488.0,DLP12 prophage; uncharacterized protein,b0559,
ylcI,1.4076072579340049,15.0,575706.0,"DUF3950 family protein, DLP12 prophage",b4589,
appY,2.110084255825598,16.0,579584.0,global transcriptional activator; DLP12 prophage,b0564,
hokE,1.351271043339429,17.0,603291.0,"toxic polypeptide, small",b4415,
ybdO,1.7194178390510475,18.0,632832.0,putative DNA-binding transcriptional regulator,b0603,
pagP,1.4330414938966154,19.0,652012.0,phospholipid:lipid A palmitoyltransferase,b0622,"frozenset({<Reaction LIPAHT2ex at 0x7fcfa6882898>, <Reaction LIPAHTex at 0x7fcfa6882940>})"
ybfE,1.3585728039424834,20.0,707072.0,"LexA-regulated protein, CopB family",b0685,
ybfK,1.4668084868742546,21.0,716288.0,uncharacterized protein,b4590,
ybfB,1.9275179227177788,22.0,729231.0,putative membrane protein,b0702,
ybfC,1.5546977428998616,22.0,731136.0,putative secreted protein,b0704,
ybfQ,1.3489345219588833,22.0,731900.0,No_gene_product,b4514,
acrZ,1.4382102247871906,23.0,790228.0,"AcrAB-TolC efflux pump accessory protein, membrane-associated",b0762,
ybiJ,1.4203961412485324,24.0,833120.0,DUF1471 family putative periplasmic protein,b0802,
rmf,1.3294448849430156,25.0,1011200.0,ribosome modulation factor,b0953,
cbdX,1.3023159897160568,26.0,1035900.0,putative cytochrome bd-II oxidase subunit,b4592,
yccE,1.915183209940644,27.0,1059491.0,uncharacterized protein,b1001,
ycdT,1.5808052057037885,28.0,1089536.0,"diguanylate cyclase, membrane-anchored",b1025,
ymdE,1.4698878615506128,28.0,1090960.0,No_gene_product,b1028,
csgC,1.538746661829544,29.0,1100416.0,curli assembly protein,b1043,
yceO,1.4679606017602378,30.0,1114762.0,uncharacterized protein,b1058,
flgM,1.402758678615971,31.0,1125376.0,anti-sigma factor for FliA (sigma 28),b1071,
rpmF,1.4577792213546468,32.0,1142822.0,50S ribosomal subunit protein L32,b1089,
bhsA,1.303437903387594,33.0,1164528.0,"biofilm, cell surface and signaling protein",b1112,
ymfD,1.6081298266571493,34.0,1192322.0,e14 prophage; putative SAM-dependent methyltransferase,b1137,
ymfE,1.8628187720105296,34.0,1192988.0,e14 prophage; putative inner membrane protein,b1138,
lit,1.624284985664054,34.0,1194150.0,"T4 phage exclusion protein; cell death peptidase, e14 prophage",b1139,
intE,1.5384621249798365,34.0,1196032.0,e14 prophage; putative integrase,b1140,
xisE,1.6292937399840646,34.0,1196242.0,e14 prophage; putative excisionase,b1141,
ymfI,1.6317715877746855,34.0,1196952.0,e14 prophage; uncharacterized protein,b1143,
ymfJ,1.7088641100889863,34.0,1197231.0,e14 prophage; uncharacterized protein,b1144,
croE,1.4937349897018541,34.0,1198592.0,e14 prophage; putative DNA-binding transcriptional regulator,b1146,
ymfL,1.6176344069363742,34.0,1198723.0,e14 prophage; putative DNA-binding transcriptional regulator,b1147,
tfaE,1.2994965112293406,35.0,1204224.0,e14 prophage; putative tail fiber assembly protein,b1156,
