,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
thrL,1.545779089644571,0.0,189.0,thr operon leader peptide,b0001,
hokC,1.708000030630626,1.0,16896.0,"toxic membrane protein, small",b4412,
mokC,1.6472596886785738,1.0,16896.0,"regulatory protein for HokC, overlaps CDS of hokC",b0018,
rpsT,1.3941070839295762,1.0,20992.0,30S ribosomal subunit protein S20,b0023,
yabP,1.4066554663858464,2.0,58473.0,No_gene_product,b4659,
sgrT,1.3638372584143432,3.0,73874.0,inhibitor of glucose uptake,b4662,
leuO,1.3987900982050547,4.0,80854.0,global transcription factor,b0076,
yadC,1.9209232249201011,5.0,146201.0,putative fimbrial-like adhesin protein,b0135,
yadK,2.02023391212512,5.0,147489.0,putative fimbrial-like adhesin protein,b0136,
yadM,1.8103182468631724,5.0,148729.0,putative fimbrial-like adhesin protein,b0138,
htrE,1.5726346466190095,5.0,149315.0,putative outer membrane usher protein,b0139,
yadV,1.6000873233155286,5.0,151947.0,putative periplasmic pilin chaperone,b0140,
yadN,1.650702066374091,5.0,152785.0,putative fimbrial-like adhesin protein,b0141,
yaeP,1.36685881950458,6.0,210432.0,UPF0253 family protein,b4406,
gloB,1.6039407175573115,7.0,230513.0,hydroxyacylglutathione hydrolase,b0212,frozenset({<Reaction GLYOX at 0x7fcfa6946978>})
yafT,1.6569169491637674,7.0,233821.0,lipoprotein,b0217,
ykfM,2.1354574885533566,7.0,234743.0,"lethality reduction protein, putative inner membrane protein",b4586,
yafU,1.7898573263985504,7.0,235520.0,No_gene_product,b0218,
yafQ,1.6263545443221668,8.0,242688.0,mRNA interferase toxin of toxin-antitoxin pair YafQ/DinJ,b0225,
dinJ,1.722228281271728,8.0,242728.0,antitoxin of YafQ-DinJ toxin-antitoxin system,b0226,
yafN,1.4823829554879324,9.0,248491.0,antitoxin of the YafO-YafN toxin-antitoxin system,b0232,
ykfN,2.024276803814642,10.0,258860.0,No_gene_product,b4626,
ykfI,1.3481351847154939,10.0,259038.0,CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system,b0245,
ykfB,1.498709252251926,11.0,261330.0,CP4-6 prophage; uncharacterized protein,b0250,
insX,1.5022236067361299,12.0,275968.0,No_gene_product,b4505,
ykgS,1.9115551330016278,13.0,286208.0,No_gene_product,b4688,
yagK,1.5099821002001703,13.0,288032.0,CP4-6 prophage; conserved protein,b0277,
yagL,1.975286694514738,13.0,288930.0,CP4-6 prophage; DNA-binding protein,b0278,
yagM,2.213780538162456,13.0,289655.0,CP4-6 prophage; uncharacterized protein,b0279,
intF,1.4031945133454986,13.0,291406.0,CP4-6 prophage; putative phage integrase,b0281,
ecpR,1.8371995555924179,14.0,306456.0,putative transcriptional regulator for the ecp operon,b0294,
ykgL,1.7089090208914373,14.0,307822.0,uncharacterized protein,b0295,
ykgO,1.4440140830584929,14.0,308224.0,RpmJ-like protein,b4506,
ykgM,1.500212912302307,14.0,308224.0,50S ribosomal protein L31 type B; alternative zinc-limitation L31 protein,b0296,
ykgR,2.3467068022578292,14.0,308851.0,uncharacterized protein,b4671,
ykgP,2.160829656300225,14.0,309426.0,No_gene_product,b4630,
ykgQ,1.849258259365233,14.0,313149.0,No_gene_product,b4631,
rclC,1.4473012573016792,14.0,313436.0,reactive chlorine species (RCS) stress resistance inner membrane protein,b0301,
rclB,2.111843729455279,14.0,314041.0,reactive chlorine species (RCS) stress resistance periplasmic protein,b0303,
ykgH,1.9362278043569006,15.0,320406.0,putative inner membrane protein,b0310,
yahL,1.922113740333626,16.0,339968.0,uncharacterized protein,b0326,
yahO,1.5762419401341041,16.0,342194.0,"periplasmic protein, function unknown, YhcN family",b0329,
yaiV,1.645681932234795,17.0,389961.0,putative transcriptional regulator,b0375,
yaiA,1.5561818196799728,18.0,402434.0,OxyR-regulated conserved protein,b0389,
hha,1.557621640558476,19.0,475648.0,"modulator of gene expression, with H-NS",b0460,
tomB,1.7444046800643787,19.0,475789.0,Hha toxicity attenuator; conjugation-related protein,b0461,
ybbC,1.8084299554800114,20.0,523036.0,putative immunity protein,b0498,
ybbD,2.2293643881854748,20.0,524288.0,No_gene_product,b0501,
ylbI,1.4120710861858854,20.0,524955.0,No_gene_product,b4632,
sfmA,1.7698449229207194,21.0,553667.0,"FimA homolog, function unknown",b0530,
sfmZ,1.844876717969106,21.0,559303.0,response regulator family protein,b0535,
emrE,1.9178321507798166,22.0,563770.0,DLP12 prophage; multidrug resistance protein,b0543,
ybcK,2.250893880623128,22.0,565248.0,DLP12 prophage; putative recombinase,b0544,
ybcL,1.6391680817559164,22.0,566348.0,inactive polymorphonuclear leukocyte migration suppressor; DLP12 prophage; UPF0098 family secreted protein,b0545,
ybcM,2.228946747441424,22.0,567296.0,DLP12 prophage; putative DNA-binding transcriptional regulator,b0546,
ybcN,1.4238883438400023,22.0,567921.0,DLP12 prophage; uncharacterized protein,b0547,
ylcG,1.3489505152900287,22.0,569185.0,"uncharacterized protein, DLP12 prophage",b4509,
essD,1.505558339267367,22.0,572928.0,DLP12 prophage; putative phage lysis protein,b0554,
borD,1.661669278760035,22.0,574055.0,DLP12 prophage; putative lipoprotein,b0557,
ybcV,2.372145620807277,22.0,574639.0,DLP12 prophage; uncharacterized protein,b0558,
ybcW,1.7111792655014504,22.0,575488.0,DLP12 prophage; uncharacterized protein,b0559,
ylcI,1.5024612618036535,22.0,575706.0,"DUF3950 family protein, DLP12 prophage",b4589,
tfaX,1.8102983281514156,22.0,578560.0,No_gene_product,b0563,
appY,2.09570642721094,22.0,579584.0,global transcriptional activator; DLP12 prophage,b0564,
ompT,1.537567019245671,22.0,580135.0,DLP12 prophage; outer membrane protease VII; outer membrane protein 3b,b0565,
ybdO,1.9418491972699374,23.0,632832.0,putative DNA-binding transcriptional regulator,b0603,
