,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
yadK,1.4757273383558243,1.0,147489.0,putative fimbrial-like adhesin protein,b0136,
ykfM,1.6603736703017642,2.0,234743.0,"lethality reduction protein, putative inner membrane protein",b4586,
yafU,1.3181672212276803,2.0,235520.0,No_gene_product,b0218,
yafQ,1.3715536752975548,3.0,242688.0,mRNA interferase toxin of toxin-antitoxin pair YafQ/DinJ,b0225,
dinJ,1.3848092095962687,3.0,242728.0,antitoxin of YafQ-DinJ toxin-antitoxin system,b0226,
ykfN,1.4907929191721503,4.0,258860.0,No_gene_product,b4626,
yagK,1.5250998642996252,5.0,288032.0,CP4-6 prophage; conserved protein,b0277,
yagM,1.4945440323157264,5.0,289655.0,CP4-6 prophage; uncharacterized protein,b0279,
ecpR,1.4651296981380573,6.0,306456.0,putative transcriptional regulator for the ecp operon,b0294,
ykgR,1.5943808039652367,6.0,308851.0,uncharacterized protein,b4671,
ykgP,1.590608392590314,6.0,309426.0,No_gene_product,b4630,
ykgQ,1.4272237667094283,6.0,313149.0,No_gene_product,b4631,
rclB,1.7037512499254905,6.0,314041.0,reactive chlorine species (RCS) stress resistance periplasmic protein,b0303,
ykgH,1.402811110500714,7.0,320406.0,putative inner membrane protein,b0310,
hha,1.525788037151654,8.0,475648.0,"modulator of gene expression, with H-NS",b0460,
sfmZ,1.5546609216541243,9.0,559303.0,response regulator family protein,b0535,
emrE,1.399322608132495,10.0,563770.0,DLP12 prophage; multidrug resistance protein,b0543,
ybcK,1.672800258084955,10.0,565248.0,DLP12 prophage; putative recombinase,b0544,
ybcM,1.51436178423483,10.0,567296.0,DLP12 prophage; putative DNA-binding transcriptional regulator,b0546,
ybcV,1.571298461694633,11.0,574639.0,DLP12 prophage; uncharacterized protein,b0558,
ybcW,1.325387093443097,11.0,575488.0,DLP12 prophage; uncharacterized protein,b0559,
tfaX,1.3381980663282067,12.0,578560.0,No_gene_product,b0563,
appY,1.4764963047367872,12.0,579584.0,global transcriptional activator; DLP12 prophage,b0564,
cspE,1.4573254739773946,13.0,652800.0,constitutive cold shock family transcription antitermination protein; negative regulator of cspA transcription; RNA melting protein; ssDNA-binding protein,b0623,
ybfK,1.4715284482609312,14.0,716288.0,uncharacterized protein,b4590,
ybfB,1.5926173934764696,15.0,729231.0,putative membrane protein,b0702,
ybiI,1.3478432597108234,16.0,833645.0,DksA-type zinc finger protein,b0803,
cspH,1.3106175093103831,17.0,1046528.0,"stress protein, member of the CspA-family",b0989,
yccE,1.5655552062568205,18.0,1059491.0,uncharacterized protein,b1001,
csgC,1.4748524738496,19.0,1100416.0,curli assembly protein,b1043,
yceO,1.3253512024996463,20.0,1114762.0,uncharacterized protein,b1058,
ymfE,1.4717545832989587,21.0,1192988.0,e14 prophage; putative inner membrane protein,b1138,
xisE,1.346967952136414,21.0,1196242.0,e14 prophage; putative excisionase,b1141,
ymfI,1.4683222757068581,21.0,1196952.0,e14 prophage; uncharacterized protein,b1143,
mcrA,1.4277392471129826,22.0,1206272.0,putative 5-methylcytosine/5-hydroxymethylcytosine-specific restriction nuclease; 5-methylcytosine DNA binding protein,b1159,
icdC,1.4396795956647719,22.0,1206868.0,No_gene_product,b4519,
iraM,1.5955405706097612,22.0,1207296.0,"RpoS stabilzer during Mg starvation, anti-RssB factor",b1160,
ycgX,1.4068245355417723,22.0,1208320.0,DUF1398 family protein,b1161,
ariR,1.8195749379475614,22.0,1211904.0,RcsB connector protein for regulation of biofilm and acid-resistance,b1166,
ymgC,1.8840043189060522,22.0,1212416.0,"Blue light, low temperature and stress induced protein",b1167,
ymgI,1.7250206273830255,23.0,1218560.0,uncharacterized protein,b4593,
ymgJ,1.7256508459772335,23.0,1218719.0,uncharacterized protein,b4594,
ycgJ,1.404775465910018,23.0,1222055.0,uncharacterized protein,b1177,
ldrA,1.6317077628988927,24.0,1264640.0,"toxic polypeptide, small",b4419,
ldrC,1.526439361854014,24.0,1265693.0,"toxic polypeptide, small",b4423,
chaB,1.3075466897813892,24.0,1267712.0,cation transport regulator,b1217,
yciE,1.432079693783575,25.0,1308974.0,putative rubrerythrin/ferritin-like metal-binding protein,b1257,
yciN,1.5785777181851854,26.0,1324673.0,DUF2498 protein YciN,b1273,
ymiB,1.4222604595526893,27.0,1341052.0,uncharacterized protein,b4672,
tpx,1.3299865122246797,28.0,1382561.0,lipid hydroperoxide peroxidase,b1324,
rcbA,1.5119525606055615,29.0,1407787.0,,,
ralR,1.4209061622462957,29.0,1408000.0,Rac prophage; restriction alleviation protein,b1348,
racC,1.416490711408766,29.0,1411744.0,Rac prophage; uncharacterized protein,b1351,
ydaE,1.519973010208981,29.0,1412096.0,"conserved protein, Rac prophage",b4526,
sieB,1.4288863614321563,29.0,1413120.0,"phage superinfection exclusion protein, Rac prophage",b1353,
ydaS,1.35416468861575,29.0,1414656.0,Rac prophage; putative DNA-binding transcriptional regulator,b1357,
trkG,1.4120877794951157,30.0,1418038.0,Rac prophage; potassium transporter subunit,b1363,frozenset({<Reaction Kt2pp at 0x7fcfa6862400>})
tfaR,1.8281469674684128,31.0,1426667.0,Rac prophage; putative tail fiber assembly protein,b1373,
ynaE,2.0356279795132464,31.0,1428480.0,"cold shock protein, Rac prophage",b1375,
ynbG,1.8000663167585476,32.0,1459456.0,uncharacterized protein,b4674,
hicB,1.3843684442259192,33.0,1503764.0,antitoxin for the HicAB toxin-antitoxin system,b1438,
yncL,1.5511042141765212,34.0,1511424.0,stress-induced small inner membrane enterobacterial protein,b4598,
yncH,1.8529070806154335,35.0,1521196.0,IPR020099 family protein,b1455,
ydcD,1.4944572638566396,35.0,1524178.0,putative immunity protein for RhsE,b1457,
yddK,1.6743715519185356,36.0,1538640.0,No_gene_product,b1471,
yddM,1.6416645430557266,37.0,1546752.0,putative DNA-binding transcriptional regulator,b1477,
safA,1.3755693499434267,38.0,1578018.0,"two-component system connector membrane protein, EvgSA to PhoQP",b1500,
ydfK,1.9616306794666898,39.0,1627328.0,"cold shock protein, function unknown, Qin prophage",b1544,
tfaQ,1.7439714726627091,39.0,1628566.0,Qin prophage; putative tail fibre assembly protein,b1546,
ydfO,1.5249956079444318,39.0,1631303.0,Qin prophage; uncharacterized protein,b1549,
gnsB,1.7306868827798905,39.0,1631865.0,Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts),b1550,
cspI,1.4354014881969726,39.0,1632768.0,Qin prophage; cold shock protein,b1552,
cspB,1.5671393398551055,40.0,1635595.0,Qin prophage; cold shock protein,b1557,
dicB,1.4294984262679704,41.0,1644032.0,Qin prophage; cell division inhibition protein,b1575,
ydfD,1.3687566637893303,41.0,1644050.0,Qin prophage; uncharacterized protein,b1576,
lpp,1.3633650030560769,42.0,1751677.0,murein lipoprotein,b1677,"frozenset({<Reaction ALPATG160pp at 0x7fcfa6bc4588>, <Reaction ALPATE160pp at 0x7fcfa6bc46a0>})"
ydiL,1.3172754208772284,43.0,1764871.0,putative HTH domain DNA-binding protein,b1689,
rplT,1.4013923313521142,44.0,1793649.0,50S ribosomal subunit protein L20,b1716,
yniB,1.3363354234654783,45.0,1802953.0,putative inner membrane protein,b1726,
ydjO,1.532414634115996,45.0,1806585.0,uncharacterized protein,b1730,
yoaJ,1.3179946147082382,46.0,1873152.0,inner membrane-associated protein,b4675,
yoaC,1.4178198691625037,47.0,1888389.0,DUF1889 family protein,b1810,
cspC,1.3782457970949002,48.0,1901568.0,"stress protein, member of the CspA-family",b1823,
yobI,1.4796706955443488,49.0,1940371.0,uncharacterized protein,b4677,
