,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
rpsT,1.4172904195613811,1.0,20992.0,30S ribosomal subunit protein S20,b0023,
yadK,1.4195531163626287,2.0,147489.0,putative fimbrial-like adhesin protein,b0136,
ykfN,1.3672688925183993,3.0,258860.0,No_gene_product,b4626,
ykgP,1.3982809954841269,4.0,309426.0,No_gene_product,b4630,
ykgQ,1.5837384621252732,4.0,313149.0,No_gene_product,b4631,
rzoD,1.3073231255031623,5.0,573952.0,DLP12 prophage; putative lipoprotein,b4510,
ybeT,3.999742839161951,6.0,674307.0,Sel1 family TPR-like repeat protein,b0647,
ybeU,4.179016146765859,6.0,674963.0,DUF1266 family protein,b0648,
djlC,3.520503125258019,6.0,675667.0,J domain-containing HscC co-chaperone; Hsc56,b0649,
hscC,3.0960077698475392,6.0,677178.0,Hsp70 family chaperone Hsc62; RpoD-binding transcription inhibitor,b0650,frozenset({<Reaction NTP1 at 0x7fcfa6717160>})
rihA,3.595261045129798,6.0,678932.0,ribonucleoside hydrolase 1,b0651,"frozenset({<Reaction URIH at 0x7fcfa6594748>, <Reaction CYTDH at 0x7fcfa6aa7748>})"
gltL,3.2285943563603925,6.0,679985.0,glutamate/aspartate ABC transporter ATPase,b0652,"frozenset({<Reaction GLUabcpp at 0x7fcfa692a588>, <Reaction ASPabcpp at 0x7fcfa6b8bcf8>})"
gltK,2.9950880963849347,6.0,680710.0,glutamate/aspartate ABC transporter permease,b0653,"frozenset({<Reaction GLUabcpp at 0x7fcfa692a588>, <Reaction ASPabcpp at 0x7fcfa6b8bcf8>})"
gltJ,3.0914022297143386,6.0,681984.0,glutamate/aspartate ABC transporter permease,b0654,"frozenset({<Reaction GLUabcpp at 0x7fcfa692a588>, <Reaction ASPabcpp at 0x7fcfa6b8bcf8>})"
gltI,3.4593847333006864,6.0,682294.0,glutamate/aspartate periplasmic binding protein,b0655,"frozenset({<Reaction GLUabcpp at 0x7fcfa692a588>, <Reaction ASPabcpp at 0x7fcfa6b8bcf8>})"
cydX,1.401473417848246,7.0,769651.0,cytochrome d (bd-I) ubiquinol oxidase subunit X,b4515,
ymgF,1.391546296250232,8.0,1214464.0,inner membrane division septum protein,b4520,
ldrA,1.6089808715159817,9.0,1264640.0,"toxic polypeptide, small",b4419,
ldrC,1.8283712306501605,9.0,1265693.0,"toxic polypeptide, small",b4423,
ynaJ,16.157740493373048,10.0,1391621.0,DUF2534 family putative inner membrane protein,b1332,
uspE,14.924624905921426,10.0,1392640.0,stress-induced protein,b1333,
fnr,16.05231365089917,10.0,1393030.0,oxygen-sensing anaerobic growth regulon transcriptional regulator FNR; autorepressor,b1334,
ogt,13.840524432496291,10.0,1393977.0,O-6-alkylguanine-DNA:cysteine-protein methyltransferase,b1335,
abgT,15.596570051978977,10.0,1394503.0,p-aminobenzoyl-glutamate transporter; membrane protein,b1336,
abgB,13.921173684051869,10.0,1396066.0,"p-aminobenzoyl-glutamate hydrolase, B subunit",b1337,
abgA,14.145484694438986,10.0,1398784.0,"p-aminobenzoyl-glutamate hydrolase, A subunit",b1338,
abgR,14.862527769080481,10.0,1398997.0,putative DNA-binding transcriptional regulator of abgABT operon,b1339,
smrA,14.572151500421665,10.0,1400235.0,DNA endonuclease,b1340,
ydaM,14.551480578008864,10.0,1400832.0,"diguanylate cyclase, csgD regulator",b1341,
tfaR,1.6271710281115348,11.0,1426667.0,Rac prophage; putative tail fiber assembly protein,b1373,
ynaE,1.7020522619776053,11.0,1428480.0,"cold shock protein, Rac prophage",b1375,
yncL,1.6365155144065082,12.0,1511424.0,stress-induced small inner membrane enterobacterial protein,b4598,
ydcX,1.495594835824858,12.0,1511645.0,DUF2566 family protein,b1445,
yncD,1.3827606311233316,13.0,1515520.0,putative iron outer membrane transporter,b1451,
yncH,1.6298440261209284,13.0,1521196.0,IPR020099 family protein,b1455,
yncI,1.5325081202358328,13.0,1525760.0,No_gene_product,b1459,
bdm,1.3561587559575565,14.0,1550336.0,biofilm-dependent modulation protein,b1481,
dicB,1.3724375763460206,15.0,1644032.0,Qin prophage; cell division inhibition protein,b1575,
ydiH,1.4465220445419253,16.0,1759232.0,uncharacterized protein,b1685,
dsrB,1.484223032461045,17.0,2018115.0,uncharacterized protein,b1952,
yefM,1.3919721608121776,18.0,2082942.0,antitoxin of the YoeB-YefM toxin-antitoxin system,b2017,
yegR,1.4168331858265544,19.0,2161664.0,uncharacterized protein,b2085,
yfaD,1.3632920463733826,20.0,2351104.0,transposase_31 family protein,b2244,
yfbO,1.4103714461397268,21.0,2382113.0,uncharacterized protein,b2274,
gtrA,1.3808677825889324,22.0,2461333.0,CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase/flippase,b2350,
ypdJ,1.6315156176156453,23.0,2469659.0,No_gene_product,b4545,
yfjJ,1.4995831252393292,24.0,2753905.0,CP4-57 prophage; uncharacterized protein,b2626,
yfjU,1.4314571494641872,25.0,2765360.0,No_gene_product,b2638,
ygbF,1.4115211471837363,26.0,2871927.0,CRISPR adaptation ssRNA endonuclease,b2754,
mazF,1.5308805386794988,27.0,2904114.0,"mRNA interferase toxin, antitoxin is MazE",b2782,
mazE,1.3486638286201087,27.0,2904576.0,antitoxin of the ChpA-ChpR toxin-antitoxin system,b2783,
yqeJ,1.4696643526942414,28.0,2982662.0,uncharacterized protein,b2848,
ygeG,1.5259778900488874,28.0,2984626.0,SycD-like chaperone family TPR-repeat-containing protein,b2851,
ygeI,1.3523625916166617,28.0,2987008.0,uncharacterized protein,b2853,
ygeQ,1.496243718689151,28.0,2992128.0,No_gene_product,b2863,
zapA,1.6417757558019317,29.0,3048970.0,FtsZ stabilizer,b2910,
hybG,1.3260476316309282,30.0,3133074.0,hydrogenase 2 accessory protein,b2990,
mqsA,1.3407206528583449,31.0,3161209.0,antitoxin for MqsR toxin; transcriptional repressor,b3021,
mqsR,1.4604526148580812,31.0,3161606.0,GCU-specific mRNA interferase toxin of the MqsR-MqsA toxin-antitoxin system; biofilm/motility regulator; anti-repressor,b3022,
ygiZ,1.3327644356150898,31.0,3165237.0,inner membrane protein,b3027,
ygiL,1.3673977791355845,32.0,3178772.0,putative fimbrial-like adhesin protein,b3043,
yraK,1.4615155153887922,33.0,3284992.0,putative fimbrial-like adhesin protein,b3145,
yhcF,1.3734362021901465,34.0,3360768.0,putative transcriptional regulator,b3219,
yhdU,1.4428684945029893,35.0,3405979.0,putative membrane protein,b3263,
rplW,1.3767242424907689,36.0,3444740.0,50S ribosomal subunit protein L23,b3318,
yhfY,1.5759485343269155,37.0,3504418.0,PRD domain protein,b3382,
yiaG,1.385248013461538,38.0,3713024.0,HTH_CROC1 family putative transcriptional regulator,b3555,
insJ,1.4030512817753393,38.0,3714039.0,IS150 transposase A,b3557,
rpmG,1.5030608580778904,39.0,3804672.0,50S ribosomal subunit protein L33,b3636,
ivbL,1.5149495218819309,40.0,3846249.0,ilvB operon leader peptide,b3672,
atpE,1.3618873805331702,41.0,3914309.0,"F0 sector of membrane-bound ATP synthase, subunit c",b3737,frozenset({<Reaction ATPS4rpp at 0x7fcfa6b16748>})
ilvX,1.30363506186554,42.0,3943866.0,uncharacterized protein,b4669,
ppiC,1.343058880972877,43.0,3953152.0,peptidyl-prolyl cis-trans isomerase C (rotamase C),b3775,
hupA,1.3877565261518663,44.0,4190208.0,"HU, DNA-binding transcriptional regulator, alpha subunit",b4000,
yjdQ,1.3915827841434603,45.0,4352007.0,No_gene_product,b4654,
ytfP,1.4639776872931023,46.0,4438016.0,GGCT-like protein,b4222,
