,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
ykgS,1.7152007124282813,1.0,286208.0,No_gene_product,b4688,
yagK,1.3350208363594873,1.0,288032.0,CP4-6 prophage; conserved protein,b0277,
ykgQ,1.4335147920983147,2.0,313149.0,No_gene_product,b4631,
yaiA,1.4521275249765933,3.0,402434.0,OxyR-regulated conserved protein,b0389,
ybeT,1.9015086002735153,4.0,674307.0,Sel1 family TPR-like repeat protein,b0647,
ybeU,2.382441142672903,4.0,674963.0,DUF1266 family protein,b0648,
djlC,1.8228729549071336,4.0,675667.0,J domain-containing HscC co-chaperone; Hsc56,b0649,
hscC,1.5110055825422581,4.0,677178.0,Hsp70 family chaperone Hsc62; RpoD-binding transcription inhibitor,b0650,frozenset({<Reaction NTP1 at 0x7fcfa6717160>})
rihA,1.7431182992124037,4.0,678932.0,ribonucleoside hydrolase 1,b0651,"frozenset({<Reaction URIH at 0x7fcfa6594748>, <Reaction CYTDH at 0x7fcfa6aa7748>})"
gltL,1.7003077358568632,4.0,679985.0,glutamate/aspartate ABC transporter ATPase,b0652,"frozenset({<Reaction GLUabcpp at 0x7fcfa692a588>, <Reaction ASPabcpp at 0x7fcfa6b8bcf8>})"
gltK,1.518264026114141,4.0,680710.0,glutamate/aspartate ABC transporter permease,b0653,"frozenset({<Reaction GLUabcpp at 0x7fcfa692a588>, <Reaction ASPabcpp at 0x7fcfa6b8bcf8>})"
gltJ,1.6561483280808929,4.0,681984.0,glutamate/aspartate ABC transporter permease,b0654,"frozenset({<Reaction GLUabcpp at 0x7fcfa692a588>, <Reaction ASPabcpp at 0x7fcfa6b8bcf8>})"
gltI,1.688826415186428,4.0,682294.0,glutamate/aspartate periplasmic binding protein,b0655,"frozenset({<Reaction GLUabcpp at 0x7fcfa692a588>, <Reaction ASPabcpp at 0x7fcfa6b8bcf8>})"
ymfD,1.6570824609342505,5.0,1192322.0,e14 prophage; putative SAM-dependent methyltransferase,b1137,
ymfE,1.9023574156992709,5.0,1192988.0,e14 prophage; putative inner membrane protein,b1138,
lit,1.9314740265099437,5.0,1194150.0,"T4 phage exclusion protein; cell death peptidase, e14 prophage",b1139,
intE,2.233840370868863,5.0,1196032.0,e14 prophage; putative integrase,b1140,
xisE,2.323310527765819,5.0,1196242.0,e14 prophage; putative excisionase,b1141,
ymfI,2.246337275479106,5.0,1196952.0,e14 prophage; uncharacterized protein,b1143,
ymfJ,1.9526413442650425,5.0,1197231.0,e14 prophage; uncharacterized protein,b1144,
cohE,2.0187714347228685,5.0,1198080.0,e14 prophage; repressor protein phage e14,b1145,
croE,2.087527200084572,5.0,1198592.0,e14 prophage; putative DNA-binding transcriptional regulator,b1146,
ymfL,2.120037133238832,5.0,1198723.0,e14 prophage; putative DNA-binding transcriptional regulator,b1147,
ymfM,1.624615116438955,5.0,1199277.0,e14 prophage; uncharacterized protein,b1148,
ymfR,2.035948313706835,5.0,1201152.0,e14 prophage; uncharacterized protein,b1150,
beeE,1.9989610902073731,5.0,1201186.0,No_gene_product,b1151,
jayE,1.9513585720249056,5.0,1202176.0,No_gene_product,b1152,
ymfQ,1.9408888026140563,5.0,1202368.0,prohage e14 tail protein homolog,b1153,
stfP,1.9024399612933955,5.0,1202956.0,e14 prophage; uncharacterized protein,b1154,
tfaP,1.8063557919388848,5.0,1203587.0,e14 prophage; uncharacterized protein,b1155,
tfaE,1.786195776991224,5.0,1204224.0,e14 prophage; putative tail fiber assembly protein,b1156,
stfE,2.079830245353918,5.0,1204574.0,No_gene_product,b1157,
pinE,2.1219636040653413,5.0,1205140.0,e14 prophage; site-specific DNA recombinase,b1158,
mcrA,1.8104617217874235,5.0,1206272.0,putative 5-methylcytosine/5-hydroxymethylcytosine-specific restriction nuclease; 5-methylcytosine DNA binding protein,b1159,
ynaE,1.8419175316809815,6.0,1428480.0,"cold shock protein, Rac prophage",b1375,
yncL,1.4266673682886786,7.0,1511424.0,stress-induced small inner membrane enterobacterial protein,b4598,
blr,1.346236094583832,8.0,1698816.0,beta-lactam resistance membrane protein; divisome-associated protein,b4409,
rfbA,1.4820561989607541,9.0,2103618.0,glucose-1-phosphate thymidylyltransferase,b2039,frozenset({<Reaction G1PTT at 0x7fcfa69b3a20>})
yegZ,1.3653900234847083,10.0,2161152.0,No_gene_product,b2083,
yehE,1.4321417799519875,11.0,2186240.0,DUF2574 family protein,b2112,
narP,1.4657062752101477,12.0,2283978.0,response regulator in two-component regulatory system with NarQ,b2193,
napH,1.5170259635928465,13.0,2292193.0,ferredoxin-type protein,b2204,frozenset({<Reaction NO3R1bpp at 0x7fcfa676d7f0>})
napD,1.5777128112275693,13.0,2296320.0,assembly protein for periplasmic nitrate reductase,b2207,
