,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
thrL,1.3968606715744167,0.0,189.0,thr operon leader peptide,b0001,
ykfM,1.7483615257895917,1.0,234743.0,"lethality reduction protein, putative inner membrane protein",b4586,
yafU,1.3140904313927826,1.0,235520.0,No_gene_product,b0218,
yafQ,1.4451638796826378,2.0,242688.0,mRNA interferase toxin of toxin-antitoxin pair YafQ/DinJ,b0225,
ykfN,1.6472201865812317,3.0,258860.0,No_gene_product,b4626,
ykgS,1.818581005066233,4.0,286208.0,No_gene_product,b4688,
yagK,1.5249123213838816,4.0,288032.0,CP4-6 prophage; conserved protein,b0277,
yagL,1.5841653891734122,4.0,288930.0,CP4-6 prophage; DNA-binding protein,b0278,
yagM,1.6426184585969206,4.0,289655.0,CP4-6 prophage; uncharacterized protein,b0279,
ecpA,1.3416541094628387,5.0,305794.0,ECP pilin,b0293,
ecpR,1.4184580090710324,5.0,306456.0,putative transcriptional regulator for the ecp operon,b0294,
ykgL,1.6305637266133783,5.0,307822.0,uncharacterized protein,b0295,
ykgR,1.7077916331600853,5.0,308851.0,uncharacterized protein,b4671,
ykgP,1.582103373319868,5.0,309426.0,No_gene_product,b4630,
ykgQ,1.4861619046032304,5.0,313149.0,No_gene_product,b4631,
rclB,1.629110025277654,5.0,314041.0,reactive chlorine species (RCS) stress resistance periplasmic protein,b0303,
yahL,1.4618966947448857,6.0,339968.0,uncharacterized protein,b0326,
yahO,1.4469388192204868,6.0,342194.0,"periplasmic protein, function unknown, YhcN family",b0329,
ylaC,1.3472356584176648,7.0,474236.0,DUF1449 family inner membrane protein,b0458,
tomB,1.4365986242826336,7.0,475789.0,Hha toxicity attenuator; conjugation-related protein,b0461,
ybbD,1.5366538555326175,8.0,524288.0,No_gene_product,b0501,
ylbI,1.3042474286678025,8.0,524955.0,No_gene_product,b4632,
sfmA,1.4224084920303637,9.0,553667.0,"FimA homolog, function unknown",b0530,
sfmZ,1.504650989529181,9.0,559303.0,response regulator family protein,b0535,
emrE,1.542183363902319,10.0,563770.0,DLP12 prophage; multidrug resistance protein,b0543,
ybcK,1.663734097367578,10.0,565248.0,DLP12 prophage; putative recombinase,b0544,
ybcM,1.5155512366892705,10.0,567296.0,DLP12 prophage; putative DNA-binding transcriptional regulator,b0546,
ybcV,1.8192749052166937,11.0,574639.0,DLP12 prophage; uncharacterized protein,b0558,
ybcW,1.5004320069406203,11.0,575488.0,DLP12 prophage; uncharacterized protein,b0559,
appY,1.4653577422388273,12.0,579584.0,global transcriptional activator; DLP12 prophage,b0564,
hokE,1.4414747551019849,13.0,603291.0,"toxic polypeptide, small",b4415,
ybdO,1.4908590029110786,14.0,632832.0,putative DNA-binding transcriptional regulator,b0603,
uof,1.3367324142703851,15.0,706094.0,ryhB-regulated fur leader peptide,b4637,
ybfK,1.492211767223739,16.0,716288.0,uncharacterized protein,b4590,
ybfB,1.6819607492144057,17.0,729231.0,putative membrane protein,b0702,
ybfC,1.4772255514646986,17.0,731136.0,putative secreted protein,b0704,
ybfQ,1.647532126098854,17.0,731900.0,No_gene_product,b4514,
ybgD,1.3723343958323444,18.0,747684.0,putative fimbrial-like adhesin protein,b0719,
cydX,1.4410117475635222,19.0,769651.0,cytochrome d (bd-I) ubiquinol oxidase subunit X,b4515,
mntS,1.3248322347229977,20.0,848384.0,"Mn(2)-response protein, MntR-repressed",b4705,
cspH,1.3789920275271723,21.0,1046528.0,"stress protein, member of the CspA-family",b0989,
yccE,1.5107541326487772,22.0,1059491.0,uncharacterized protein,b1001,
yceO,1.3312831829011411,23.0,1114762.0,uncharacterized protein,b1058,
ymfD,1.518203506292526,24.0,1192322.0,e14 prophage; putative SAM-dependent methyltransferase,b1137,
ymfE,1.6734252069858573,24.0,1192988.0,e14 prophage; putative inner membrane protein,b1138,
lit,1.468254170018334,24.0,1194150.0,"T4 phage exclusion protein; cell death peptidase, e14 prophage",b1139,
xisE,1.4939204417496448,24.0,1196242.0,e14 prophage; putative excisionase,b1141,
ymfI,1.5273626534867837,24.0,1196952.0,e14 prophage; uncharacterized protein,b1143,
croE,1.3965511771963615,24.0,1198592.0,e14 prophage; putative DNA-binding transcriptional regulator,b1146,
tfaP,1.5747159586316533,25.0,1203587.0,e14 prophage; uncharacterized protein,b1155,
mcrA,1.4375056432023794,25.0,1206272.0,putative 5-methylcytosine/5-hydroxymethylcytosine-specific restriction nuclease; 5-methylcytosine DNA binding protein,b1159,
