,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
thrL,1.605121536270053,0.0,189.0,thr operon leader peptide,b0001,
caiF,1.499950061121973,1.0,34299.0,cai operon transcriptional activator,b0034,
yabP,1.5057575422283676,2.0,58473.0,No_gene_product,b4659,
leuO,1.4470074715122423,3.0,80854.0,global transcription factor,b0076,
yadD,1.484628512314493,4.0,143454.0,transposase_31 family protein,b0132,
yadC,2.10377574981487,4.0,146201.0,putative fimbrial-like adhesin protein,b0135,
yadK,2.125095908909046,4.0,147489.0,putative fimbrial-like adhesin protein,b0136,
yadL,1.499894310508108,4.0,148112.0,putative fimbrial-like adhesin protein,b0137,
yadM,1.7366617599217957,4.0,148729.0,putative fimbrial-like adhesin protein,b0138,
htrE,1.6075397909766669,4.0,149315.0,putative outer membrane usher protein,b0139,
yadV,1.6433953908034238,4.0,151947.0,putative periplasmic pilin chaperone,b0140,
yadN,1.8225970422317468,4.0,152785.0,putative fimbrial-like adhesin protein,b0141,
yaeP,1.3917553312085869,5.0,210432.0,UPF0253 family protein,b4406,
gloB,1.7109714441839192,6.0,230513.0,hydroxyacylglutathione hydrolase,b0212,frozenset({<Reaction GLYOX at 0x7fcfa6946978>})
yafT,1.8789020644202055,6.0,233821.0,lipoprotein,b0217,
ykfM,2.7148270379849935,6.0,234743.0,"lethality reduction protein, putative inner membrane protein",b4586,
yafU,1.9640765124076724,6.0,235520.0,No_gene_product,b0218,
yafQ,1.8989063180886572,7.0,242688.0,mRNA interferase toxin of toxin-antitoxin pair YafQ/DinJ,b0225,
dinJ,1.9933413294387394,7.0,242728.0,antitoxin of YafQ-DinJ toxin-antitoxin system,b0226,
yafN,1.4432678904647893,8.0,248491.0,antitoxin of the YafO-YafN toxin-antitoxin system,b0232,
ykfN,1.6231206994620708,9.0,258860.0,No_gene_product,b4626,
ykfI,1.3677761473595549,9.0,259038.0,CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system,b0245,
ykgS,1.8556737749447825,10.0,286208.0,No_gene_product,b4688,
yagK,1.7840465048078107,10.0,288032.0,CP4-6 prophage; conserved protein,b0277,
yagL,2.010270437560458,10.0,288930.0,CP4-6 prophage; DNA-binding protein,b0278,
yagM,2.6496648092102055,10.0,289655.0,CP4-6 prophage; uncharacterized protein,b0279,
yagN,1.537232499542803,10.0,290849.0,CP4-6 prophage; uncharacterized protein,b0280,
intF,1.4744746890012486,10.0,291406.0,CP4-6 prophage; putative phage integrase,b0281,
ecpA,1.3380030954629842,11.0,305794.0,ECP pilin,b0293,
ecpR,1.9386022670159597,11.0,306456.0,putative transcriptional regulator for the ecp operon,b0294,
ykgL,1.5963441525336748,11.0,307822.0,uncharacterized protein,b0295,
